Sample,Dataset,Number,Latitude,Longitude,Date,Time,Planned.or.exploratory,Site,Location,Status,Commonwealth.zone,State.zone,Depth,Observer,Successful.count,Successful.length,FishnClipz,Maxn.checker,Left.cam,Right.cam,Rear.cam,Time.out,Video.notes,Raw.hdd.number,Con.hdd.number,Maxn.analyst,Maxn.complete.yyyymmdd,Notes,Habitat.image.saved,Habitat.backwards.image.saved,Vis.in.metres,Habitat.classification ,Length.analyst,Length.complete.date.yyyymmdd
IO275,IO,275,-34.09868897,114.6463721,20201123,14:38,Legacy,C.IO.15,South-west,No-take,National Park Zone,,140,Daphne,Yes,No,Y,,375,376,561,8:32,,RAW5,RAW5,Daphne,20210312,Memory card error - tried to recover data but failed,No,Yes,,,,
IO276,IO,276,-34.10118897,114.6363721,20201123,7:34,Legacy,C.IO.15,South-west,No-take,National Park Zone,,140,Rachel,Yes,Yes,Y,Claude,1201,1202,420,8:40,,RAW5.5,,Rachel,20210111,,Yes,Yes,,,Claude,20210125
IO277,IO,277,-34.10618897,114.6463721,20201123,7:53,Legacy,C.IO.15,South-west,No-take,National Park Zone,,139,Brooke Gibbons,Yes,Yes,Y,Claude,373,374,440,8:55,,RAW5,BU5.5,Brooke Gibbons,20201218,R cam obstructed hard to measure,Yes,Yes,,,Claude,20210127
IO278,IO,278,-34.11118897,114.6388721,20201123,7:45,Legacy,C.IO.15,South-west,No-take,National Park Zone,,140,Brooke Gibbons,Yes,Yes,Y,Claude,372,371,563,9:05,,RAW5,BU5.5,Brooke Gibbons,20201218,Retreoved out of order (278 picked up before 277) - Still an hour deployment for 277 ,Yes,Yes,,,Claude,20210127
IO280,IO,280,-34.08868897,114.6738721,20201023,9:24:00,Legacy,C.IO.14,South-west,No-take,National Park Zone,,139,Rachel,Yes,Yes,Y,Brooke/Claude,378,377,562,10:25,,RAW4,CON3,Rachel,20201210,,Yes,Yes,,,Claude,20210120
IO282,IO,282,-34.14618897,114.5438721,20201029,7:20:00,Legacy,C.IO.18,South-west,No-take,National Park Zone,,146,,No,No,NA,,1203,1204,439,,,RAW4,,,,Lost to ocean. Not retrieved., ,No (No folder for this camera no),,,,
IO290,IO,290,-34.06868897,114.7188721,20201023,7:07:00,Legacy,C.IO.13,South-west,No-take,National Park Zone,,124,Rachel,Yes,Yes,Y,Brooke/Claude,373,374,440,8:15,,RAW4,CON3,Rachel,20201214,filmed 302 changed to 290,Yes,Yes,,,Claude,20210119
IO291,IO,291,-34.08368897,114.7488721,20201022,13:09:00,Legacy,C.IO.12,South-west,No-take,National Park Zone,,109,Rachel,Yes,Yes,Y,Brooke/Claude,375,376,561,14:24,,RAW4,CON3,Rachel,20201214,,Yes,Yes,,,Claude,20210122
IO293,IO,293,-34.08868897,114.7588721,20201022,12:55:00,Legacy,C.IO.12,South-west,No-take,National Park Zone,,111,Claude,Yes,Yes,Y,Brooke,372,371,563,13:59,,RAW4,CON3,Claude,20210119,,Yes,Yes,,,Brooke,20210302
IO294,IO,294,-34.08368897,114.7538721,20201022,13:04:00,Legacy,C.IO.12,South-west,No-take,National Park Zone,,114,Rachel,Yes,Yes,Y,Brooke Gibbons,1203,1204,439,14:15,,RAW4,,Rachel,20210104,,Yes,Yes,,,Brooke Gibbons,20210217
IO295,IO,295,-34.10368897,114.7538721,20201022,12:25:00,Legacy,C.IO.11,South-west,No-take,National Park Zone,,109,Rachel,Yes,Yes,Y,Brooke/Claude ,367,368,1208,13:35,,RAW4,CON3,Rachel,20201214,,Yes,Yes,,,Claude,20210121
IO297,IO,297,-34.10618897,114.7488721,20201022,12:21:00,Legacy,C.IO.11,South-west,No-take,National Park Zone,,114,Rachel,Yes,Yes,Y,Brooke/Claude,378,377,562,13:26,,RAW4,CON3,Rachel,20201215, ,Yes,Yes,,,Claude,20210121
IO298,IO,298,-34.07618897,114.6713721,20201023,9:39:00,Legacy,C.IO.14,South-west,No-take,National Park Zone,,138,Rachel,Yes,Yes,Y,Brooke Gibbons,1205,1206,1209,10:53,,RAW4,,Rachel,20210106,,Yes,Yes,,,Brooke Gibbons,20210217
IO299,IO,299,-34.08118897,114.6763721,20201023,9:32:00,Legacy,C.IO.14,South-west,No-take,National Park Zone,,139,Rachel,Yes,Yes,Y,Brooke Gibbons,1201,1202,420,10:44,,RAW4,,Rachel,20210106,,Yes,Yes,,,Brooke Gibbons,20210217
IO3,IO,3,-34.07618897,114.7838721,20201015,12:03:00,MBH,C.IO.43,South-west,No-take,National Park Zone,,62,Hayley ,Yes,Yes,Y,Claude,369,370,1207,13:04,,RAW2,CON1,Hayley ,20201218,Forgot time and depth but are good estimates - Pulls up at 59.12,Yes,Yes,,,Claude,20210211
IO300,IO,300,-34.08618897,114.6688721,20201123,7:18,Legacy,C.IO.14,South-west,No-take,National Park Zone,,138,Brooke Gibbons,Yes,Yes,Y,Claude,378,377,562,8:23,,RAW5,BU5.5,Brooke Gibbons,20201218,,Yes,Yes,,,Claude,20210125
IO302,IO,302,-34.07118897,114.7238721,20201023,7:13:00,Legacy,C.IO.13,South-west,No-take,National Park Zone,,122,Rachel,Yes,Yes,Y,Brooke/Claude,372,371,563,8:22,,RAW4,CON3,Rachel,20201215,,Yes,Yes,,,Claude,20210119
IO306,IO,306,-34.10118897,114.7338721,20201022,10:29:00,Legacy,C.IO.10,South-west,No-take,National Park Zone,,124,Rachel ,Yes,Yes,Y,Claude,1201,1202,420,11:50,,RAW3,,Rachel,20210113,,Yes,Yes,,,Claude,20210218
IO307,IO,307,-34.11868897,114.7263721,20201022,9:56:00,Legacy,C.IO.9,South-west,No-take,National Park Zone,,128,Daphne - finishes at 59:36,Yes,Yes,Y,Claude,369,370,1207,10:57,,RAW3,BU5.5,Daphne,20201223,,Yes,Yes,,,Claude,20210128
IO308,IO,308,-34.11118897,114.7288721,20201022,10:06:00,Legacy,C.IO.9,South-west,No-take,National Park Zone,,126,Rachel,Yes,Yes,Y,Claude,1203,1204,439,11:14,,RAW3,,Rachel,20210113,,Yes,Yes,,,Claude,20210219
IO310,IO,310,-34.05868897,114.7738721,20201015,10:06:00,Legacy,C.IO.8,South-west,No-take,National Park Zone,,64.7,Brooke Gibbons,Yes,Yes,Y,Claude,1205,1206,1209,11:13,,RAW2,,Brooke Gibbons,20210114,,Yes,Yes,,,Claude,20210224
IO311,IO,311,-34.05618897,114.7688721,20201015,10:03:00,Legacy,C.IO.8,South-west,No-take,National Park Zone,,66.1,Brooke Gibbons,Yes,Yes,Y,Claude,1201,1202,420,11:05,,RAW2,,Brooke Gibbons,20210111,,Yes,Yes,,,Claude,20210224
IO312,IO,312,-34.05868897,114.7788721,20201015,10:17:00,Legacy,C.IO.8,South-west,No-take,National Park Zone,,61.2,Hayley,Yes,Yes,Y,Claude,373,374,440,11:26,,RAW2,CON1,Hayley ,20201227,,Yes,Yes,,,Claude,20210215
IO313,IO,313,-34.09618897,114.7563721,20201022,12:47:00,Legacy,C.IO.11,South-west,No-take,National Park Zone,,108,Rachel,Yes,Yes,Y,Brooke Gibbons,1205,1206,1209,13:52,,RAW4,,Rachel,20210105,Too close to 330,Yes,Yes,,,Brooke Gibbons,20210218
IO319,IO,319,-34.09368897,114.7313721,20201022,10:37:00,Legacy,C.IO.10,South-west,No-take,National Park Zone,,124,Rachel,Yes,Yes,Y,Claude,378,377,562,12:07,,RAW3,BU3,Rachel,20201220,,Yes,Yes,,,Claude,20210202
IO323,IO,323,-34.03103333,114.6001,20201123,9:48,Deans,C.IO.27,South-west,Fished,Special Purpose Zone (Mining Exclusion),,141,Daphne,Yes,Yes,Y,Claude,373,374,440,10:50,,RAW5,BU5.5,Daphne,20201229,,Yes,Yes,,,Claude,20210128
IO324,IO,324,-34.00006,114.639778,20201023,11:59:00,Deans,C.IO.26,South-west,Fished,Special Purpose Zone (Mining Exclusion),,141,Rachel,Yes,Yes,Y,Brooke Gibbons,1203,1204,439,13:01,,RAW4,,Rachel,20210107,,Yes,Yes,,,Brooke Gibbons,20210218
IO325,IO,325,-33.991557,114.743378,20201015,7:44:00,Deans,C.IO.25,South-west,Fished,Special Purpose Zone (Mining Exclusion),,85,Hayley ,Yes,Yes,Y,Claude,375,376,561,9:04,,RAW2,CON1,Hayley ,20201228,tangled at surface and dragged then dropped,Yes,Yes,,,Claude,20210215
IO326,IO,326,-34.00425,114.6892833,20201123,12:26,Deans,C.IO.24,South-west,Fished,Special Purpose Zone (Mining Exclusion),,121,Daphne,Yes,No,Y,,375,376,561,1:35,,RAW5,BU5.5,Daphne,20210312,Memory card error - tried to recover data but failed,No,Yes,,,,
IO327,IO,327,-34.02946667,114.7623833,20201015,8:17:00,Deans,C.IO.23,South-west,Fished,Special Purpose Zone (Mining Exclusion),,65.4,Hayley ,Yes,Yes,Y,Claude,372,371,563,9:25,,RAW2,CON1,Hayley ,20201228,,Yes,Yes,,,Claude,20210215
IO328,IO,328,-33.99356667,114.8213667,20201019,7:13:00,Deans,C.IO.22,South-west,Fished,Special Purpose Zone (Mining Exclusion),,43.8,Rachel,Yes,Yes,Y,Claude,1201,1202,420,8:30,,RAW3,,Rachel,20210120,,Yes,Yes,,,Claude,20210219
IO329,IO,329,-34.06481667,114.7266333,20201023,7:18:00,Deans,C.IO.13,South-west,No-take,National Park Zone,,121,Rachel,Yes,Yes,Y,Brooke Gibbons,1205,1206,1209,8:32,,RAW4,,Rachel,20210107,,Yes,Yes,,,Brooke Gibbons,20210218
IO330,IO,330,-34.08833333,114.7545,20201022,13:00:00,Deans,C.IO.12,South-west,No-take,National Park Zone,,116,Rachel,Yes,Yes,Y,Brooke/Claude,373,374,440,14:08,,RAW4,CON3,Rachel,20201215,,Yes,Yes,,,Claude,20210122
IO331,IO,331,-34.0984,114.75005,20201022,12:30:00,Deans,C.IO.11,South-west,No-take,National Park Zone,,112,Rachel,Yes,Yes,Y,Brooke Gibbons,1201,1202,420,13:43,,RAW4,,Rachel,20210105,,Yes,Yes,,,Brooke Gibbons,20210218
IO332,IO,332,-34.09718333,114.7344833,20201022,10:33:00,Deans,C.IO.10,South-west,No-take,National Park Zone,,124,Rachel,Yes,Yes,Y,Claude - tiny fish exported cant id Check with Glenn,367,368,1208,11:58,,RAW3,BU3,Rachel,20201221,L brightness weird.,Yes,Yes,,,Claude,20210219
IO333,IO,333,-34.11301667,114.7251333,20201022,10:01:00,Deans,C.IO.9,South-west,No-take,National Park Zone,,127,Rachel,Yes,Yes,Yes,Claude,375,376,561,11:05,,RAW3,BU3,Rachel,20201221,Wobby ate bait bag off and dragged it,Yes,Yes,,,Claude,20210202
IO334,IO,334,-34.06155,114.7753667,20201015,10:11:00,Deans,C.IO.8,South-west,No-take,National Park Zone,,64,Hayley ,Yes,Yes,Y,Claude,372,371,563,11:20,,RAW2,CON1,Hayley ,20201229,,Yes,Yes,,,Claude,20210215
IO335,IO,335,-34.06686667,114.7939833,20201015,10:31:00,Deans,C.IO.7,South-west,No-take,National Park Zone,,58,Hayley,Yes,Yes,Y,Claude,375,376,561,11:47,,RAW2,CON1,Hayley ,20201229,maxn right camera,Yes,Yes,,,Claude,20210215
IO336,IO,336,-34.0924,114.8663667,20201016,10:03:00,Deans,C.IO.6,South-west,No-take,National Park Zone,,43.2,Daphne,Yes,No,Y,,372,371,563,11:12,,RAW2,CON1,Daphne,20210309,R did not record,,Yes,,,,
IO337,IO,337,-34.00536667,114.8202333,20201019,7:02:00,Deans,C.IO.21,South-west,Fished,Special Purpose Zone (Mining Exclusion),,43,Daphne,Yes,Yes,Y,Claude,372,371,563,8:14,,RAW3,BU5.5,Daphne,20201222,Light didn't work,Yes,Yes,,,Claude,20210223
IO338,IO,338,-33.97231667,114.92245,20201019,11:50:00,Deans,C.IO.20,South-west,Fished,,,46,Daphne,Yes,Yes,Y,Claude,372,371,563,13:08,,RAW3,BU5.5,Daphne,20201223,,Yes,Yes,,,Claude,20210201
IO339,IO,339,-34.01461667,114.8785,20201019,9:41:00,Deans,C.IO.19,South-west,Fished,Special Purpose Zone (Mining Exclusion),,41.1,Daphne,Yes,Yes,Y,Claude,375,376,561,10:51,,RAW3,BU5.5,Daphne,20201223,,Yes,Yes,,,Claude,20210127
IO34,IO,34,-34.06118897,114.8713721,20201016,8:02:00,MBH,C.IO.35,South-west,No-take,National Park Zone,,41.3,Brooke Gibbons,Yes,Yes,Y,Claude,1201,1202,420,9:22,,RAW2,,Brooke Gibbons,20210113,,Yes,Yes,,,Ramesh/Claude,20210211
IO343,IO,343,-34.10261667,114.6407167,20201123,7:38,Deans,C.IO.15,South-west,No-take,National Park Zone,,140,Rachel,Yes,Yes,Y,Claude,369,370,1207,8:40,,RAW5,BU5.5,Rachel,20210103,Skippy spot - lots of sampson fish,Yes,Yes,,,Claude,20210127
IO344,IO,344,-34.0844,114.6744,20201023,9:28:00,Deans,C.IO.14,South-west,No-take,National Park Zone,,138,Daphne,Yes,No,Y,,367,368,1208,10:36,,RAW4,CON3,Daphne,20210309,L card failed to record,,Yes,,,,
IO349,IO,349,-34.02368897,114.5963721,20201123,10:03,Legacy,C.IO.27,South-west,Fished,Special Purpose Zone (Mining Exclusion),,133,Rachel,Yes,Yes,Y,Claude,1201,1202,420,11:08,,RAW5.5,,Rachel,20210112,,Yes,Yes,,,Claude,20210125
IO350,IO,350,-34.02618897,114.6038721,20201123,9:56,Legacy,C.IO.27,South-west,Fished,Special Purpose Zone (Mining Exclusion),,135,Brooke Gibbons,Yes,Yes,Y,Claude,369,370,1207,11:00,,RAW5,BU5.5,Brooke Gibbons,20211101,Need to back up right camera onto RAW5,Yes,Yes,,,Claude,20210128
IO351,IO,351,-34.03118897,114.5963721,20201123,10:13,Legacy,C.IO.27,South-west,Fished,Special Purpose Zone (Mining Exclusion),,142,Daphne,Yes,Yes,Y,Claude,378,377,562,11:23,,RAW5,BU5.5,Daphne,20210104,,Yes,Yes,,,Claude,20210201
IO352,IO,352,-34.03618897,114.5988721,20201123,9:43,Legacy,C.IO.27,South-west,Fished,Special Purpose Zone (Mining Exclusion),,133,Rachel,Yes,Yes,Y,Claude,372,371,563,10:45,,RAW5,BU5.5,Rachel ,20210102,,Yes,Yes,,,Claude,20210128
IO353,IO,353,-34.05436667,114.8390667,20201015,14:43:00,Deans,C.IO.5,South-west,No-take,National Park Zone,,44.1,Hayley ,Yes,Yes,Y,Claude,375,376,561,16:11,,RAW2,CON1,Hayley ,20210102,,Yes,Yes,,,Claude,20210215
IO354,IO,354,-34.06605,114.84,20201015,14:29:00,Deans,C.IO.4,South-west,No-take,National Park Zone,,45,Brooke Gibbons,Yes,Yes,Y,Claude,1201,1202,420,15:38,,RAW2,,Brooke Gibbons,20210112,filmed 254 but was 354,Yes,Yes,,,Claude,20210224
IO355,IO,355,-34.05473333,114.9111,20201029,10:38:00,Deans,C.IO.3,South-west,No-take,National Park Zone,,45,Rachel,Yes,Yes,Y,Brooke Gibbons/Claude,375,376,561,11:43,,RAW4,CON3,Rachel,20201216,Filmed 213 should be 355.,Yes,Yes,,,Claude,20210121
IO356,IO,356,-34.06956667,114.9184667,20201016,12:39:00,Deans,C.IO.2,South-west,No-take,National Park Zone,,46.8,Claude,Yes,Yes,Y,Brooke Gibbons,1205,1206,1209,13:55,,RAW2,,Claude,20210119,,Yes,Yes,,,Brooke Gibbons,20210129
IO357,IO,357,-34.08496667,114.928,20201016,12:08:00,Deans,C.IO.1,South-west,No-take,National Park Zone,,45.9,Hayley,Yes,Yes,Y,Claude,369,370,1207,13:14,,RAW2,CON1,Hayley ,20210105,,Yes,Yes,,,Claude,20210216
IO36,IO,36,-34.10368897,114.7188721,20201022,10:23:00,MBH,C.IO.55,South-west,No-take,National Park Zone,,130,Rachel,Yes,Yes,Y,Claude,1205,1206,1209,11:40,,RAW3,,Rachel,20210113,,Yes,Yes,,,Claude,20210217
IO361,IO,361,-33.98868897,114.7413721,20201015,7:35:00,Legacy,C.IO.25,South-west,Fished,Special Purpose Zone (Mining Exclusion),,84.7,Hayley,Yes,Yes,Y,Claude,369,370,1207,8:54,,RAW2,CON1,Hayley ,20201229,,Yes,Yes,,,Claude,20210216
IO363,IO,363,-33.98618897,114.7513721,20201015,7:26:00,Legacy,C.IO.25,South-west,Fished,Special Purpose Zone (Mining Exclusion),,66.2,Brooke Gibbons,Yes,Yes,Y,Claude,1203,1204,439,8:36,,RAW2,,Brooke Gibbons,20210112,,Yes,Yes,,,Claude,20210224
IO364,IO,364,-34.00868897,114.6888721,20201123,12:21,Legacy,C.IO.24,South-west,Fished,Special Purpose Zone (Mining Exclusion),,130,Daphne,Yes,Yes,Y,Claude,378,377,562,1:28,,RAW5,BU5.5,Daphne,20201231,,Yes,Yes,,,Claude,20210202
IO365,IO,365,-34.02368897,114.7538721,20201015,8:23:00,Legacy,C.IO.23,South-west,Fished,Special Purpose Zone (Mining Exclusion),,73.7,Brooke Gibbons,Yes,Yes,Y,Claude,1201,1202,420,9:47,,RAW2,,Brooke Gibbons,20210112,,Yes,Yes,,,Claude,20210224
IO369,IO,369,-34.02868897,114.5913721,20201123,10:08,Legacy,C.IO.27,South-west,Fished,Special Purpose Zone (Mining Exclusion),,133,Rachel,Yes,Yes,Y,Claude,375,376,561,11:14,,RAW5,BU5.5,Rachel,20210101,,Yes,Yes,,,Claude,20210202
IO37,IO,37,-34.10868897,114.7188721,20201022,10:12:00,MBH,C.IO.55,South-west,No-take,National Park Zone,,130,Brooke Gibbons,Yes,Yes,Y,Claude,373,374,440,11:24,,RAW3,BU5.5,Brooke Gibbons,20201214,Possibly too close spatially to 308. Skipped frames,Yes,Yes,,,Claude,20210201
IO370,IO,370,-33.99618897,114.6463721,20201023,12:10:00,Legacy,C.IO.26,South-west,Fished,Special Purpose Zone (Mining Exclusion),,141,Rachel,Yes,Yes,Y,Brooke/Claude - shark spp & filefish check with Glenn,372,371,563,13:25,,RAW4,CON3,Rachel,20201216,,Yes,Yes,,,Claude,20210121
IO372,IO,372,-34.00618897,114.6438721,20201023,11:53:00,Legacy,C.IO.26,South-west,Fished,Special Purpose Zone (Mining Exclusion),,140,Daphne - period end @ 58:40,Yes,No,Y,,375,376,561,12:53,,RAW4,CON3,Daphne,20210311,R card failed,,Yes,,,,
IO374,IO,374,-33.98618897,114.7463721,20201015,7:31:00,Legacy,C.IO.25,South-west,Fished,Special Purpose Zone (Mining Exclusion),,72.9,Hayley,Yes,Yes,Y,Claude,378,377,562,8:47,,RAW2,CON1,Hayley ,20201229,,Yes,Yes,,,Claude,20210216
IO377,IO,377,-34.13868897,114.7588721,20201022,7:40:00,MBH,C.IO.69,South-west,No-take,National Park Zone,,113,Rachel,Yes,Yes,Y,Claude,1205,1206,1209,8:51,,RAW3,,Rachel,20210114,"Picked up by whale - picks up at 48:15, dragged up for about 30s then falls landing again at 49:10, same habitat, bait bag was empty beforehand and fish were bascially gone too, points marked as after",Yes,Yes,,,Claude,20210219
IO378,IO,378,-33.99368897,114.6388721,20201023,12:04:00,Legacy,C.IO.26,South-west,Fished,Special Purpose Zone (Mining Exclusion),,141,Rachel,Yes,Yes,Y,Brooke/Claude,373,374,440,13:15,,RAW4,CON3,Rachel,20201216,"filmed 370, refilmed when bait bag chop at bait. good video of small yellow shark and squalus dude, sharkmania ",Yes,Yes,,,Claude,20210121
IO379,IO,379,-34.08368897,114.6813721,20201123,6:58,Legacy,C.IO.14,South-west,No-take,National Park Zone,,138,Rachel,Yes,Yes,Y,Claude,1205,1206,1209,8:07,,RAW5.5,,Rachel,20210111,,Yes,Yes,,,Claude,20210125
IO4,IO,4,-34.09118897,114.7813721,20201015,12:17:00,MBH,C.IO.43,South-west,No-take,National Park Zone,,65.6,Hayley,Yes,Yes,Y,Claude,373,374,440,13:23,,RAW2,CON1,Hayley ,20201218,,Yes,Yes,,,Claude,20210211
IO40,IO,40,-34.10368897,114.7138721,20201022,10:17:00,MBH,C.IO.55,South-west,No-take,National Park Zone,,131,Brooke Gibbons,Yes,Yes,Y,Claude,372,371,563,11:32,,RAW3,BU5.5,Brooke Gibbons,20201215,Skipped frames,Yes,Yes,,,Claude,20210201
IO46,IO,46,-34.06868897,114.7113721,20201023,6:44:00,MBH,C.IO.34,South-west,No-take,National Park Zone,,129,Rachel,Yes,Yes,Y,Brooke/Claude,369,370,1207,7:45,,RAW4,CON3,Rachel,20201204,,Yes,Yes,,,Claude,20210119
IO47,IO,47,-34.06368897,114.7113721,20201023,6:53:00,MBH,C.IO.34,South-west,No-take,National Park Zone,,127,Rachel,Yes,Yes,Y,Brooke/Claude,375,376,561,7:56,,RAW4,CON3,Rachel,20201204,,Yes,Yes,,,Claude,20210119
IO49,IO,49,-34.06118897,114.7063721,20201023,6:59:00,MBH,C.IO.34,South-west,No-take,National Park Zone,,129,Rachel,Yes,Yes,Y,Brooke Gibbons,1203,1204,439,8:04,,RAW4,,Rachel,20210105,Not much light ,Yes,Yes,,,Brooke Gibbons,20210211
IO5,IO,5,-34.08868897,114.7763721,20201015,12:12:00,MBH,C.IO.43,South-west,No-take,National Park Zone,,66.7,Claude,Yes,Yes,Y,Brooke Gibbons,1203,1204,439,13:18,,RAW2,,Claude,20210118,,Yes,Yes,,,Brooke Gibbons,20210121
IO58,IO,58,-34.13618897,114.7738721,20201022,7:21:00,MBH,C.IO.69,South-west,No-take,National Park Zone,,92.7,Brooke Gibbons,Yes,Yes,Y,Claude,367,368,1208,8:36,,RAW3,BU5.5,Brooke Gibbons,20201215,,Yes,Yes,,,Claude,20210219
IO59,IO,59,-34.14118897,114.7663721,20201022,7:33:00,MBH,C.IO.69,South-west,No-take,National Park Zone,,109,Rachel,Yes,Yes,Yes,Claude,1201,1202,420,8:45,,RAW3,,Rachel,20210120,,Yes,Yes,,,Claude,20210217
IO62,IO,62,-34.13368897,114.7663721,20201022,7:45:00,MBH,C.IO.69,South-west,No-take,National Park Zone,,105,Brooke Gibbons,Yes,Yes,Y,Claude - cant id video exported Check with Glenn,372,371,563,9:02,,RAW4,BU5.5,Brooke Gibbons,20210119,L out of focus. L cuts at 55 mins,Yes,Yes,,,Claude,20210127
IO64,IO,64,-34.01368897,114.8963721,20201019,11:26:00,MBH,C.IO.47,South-west,Fished,Special Purpose Zone (Mining Exclusion),,43.3,Ramesh,Yes,Yes,Y,Brooke Gibbons/Claude,369,370,1207,12:36,,RAW3,CON2,Ramesh,20201126,,Yes,Yes,,,Claude,20210209
IO65,IO,65,-34.01118897,114.8888721,20201019,11:20:00,MBH,C.IO.53,South-west,Fished,Special Purpose Zone (Mining Exclusion),,43,Ramesh,Yes,Yes,Y,Brooke Gibbons/Claude,378,377,562,11:27,,RAW3,CON2,Ramesh,20201126,,Yes,Yes,,,Claude,20210209
IO66,IO,66,-34.01618897,114.8813721,20201019,9:36:00,MBH,C.IO.19,South-west,Fished,Special Purpose Zone (Mining Exclusion),,42.8,Rachel,Yes,Yes,Y,Claude,1203,1204,439,10:43,,RAW3,,Rachel,20210113,,Yes,Yes,,,Claude,20210217
IO71,IO,71,-34.00368897,114.6988721,20201123,12:31,MBH,C.IO.41,South-west,Fished,Special Purpose Zone (Mining Exclusion),,121,Rachel,Yes,Yes,Y,Claude,1201,1202,420,1:42,,RAW5.5,,Rachel,20210112,,Yes,Yes,,,Claude,20210125
IO72,IO,72,-34.03618897,114.8463721,20201019,9:05:00,MBH,C.IO.60,South-west,Fished,Special Purpose Zone (Mining Exclusion),,43.6,Ramesh,Yes,Yes,Y,Brooke Gibbons/Claude,367,368,1208,10:10,,RAW3,CON2,Ramesh,20201130,,Yes,Yes,,,Claude,20210211
IO73,IO,73,-34.02868897,114.8588721,20201019,9:22:00,MBH,C.IO.60,South-west,Fished,Special Purpose Zone (Mining Exclusion),,40.4,Ramesh,Yes,No,Y,Brooke Gibbons,372,371,563,10:27,,RAW3,CON2,Ramesh,20201201,L372 didn't record anything,,Yes,,,,
IO74,IO,74,-34.02868897,114.8513721,20201019,9:14:00,MBH,C.IO.60,South-west,Fished,Special Purpose Zone (Mining Exclusion),,42.2,Rachel,Yes,Yes,Y,Claude,1205,1206,1209,10:21,,RAW3,,Rachel,20210114,,Yes,Yes,,,Claude,20210217
IO75,IO,75,-34.03368897,114.8538721,20201019,9:10:00,MBH,C.IO.60,South-west,Fished,Special Purpose Zone (Mining Exclusion),,42.2,Rachel,Yes,Yes,Y,Claude,1201,1202,420,10:16,,RAW3,,Rachel,20210119, ,Yes,Yes,,,Claude,20210218
IO80,IO,80,-34.09368897,114.8888721,20201016,10:30:00,MBH,C.IO.52,South-west,No-take,National Park Zone,,41.6,Hayley ,Yes,Yes,Y,Claude,367,368,1208,11:45,,RAW2,CON1,Hayley ,20210102,,Yes,Yes,,,Claude,20210211
IO81,IO,81,-34.09868897,114.8913721,20201016,10:20:00,MBH,C.IO.52,South-west,No-take,National Park Zone,,42,Hayley ,Yes,Yes,Y,Claude,375,376,561,11:35,,RAW2,CON1,Hayley ,20210102,Missing Backwards Habitat ,Yes,No,,,Claude,20210212
IO91,IO,91,-34.09368897,114.8938721,20201016,10:25:00,MBH,C.IO.52,South-west,No-take,National Park Zone,,43.5,Hayley ,Yes,Yes,Y,Claude,369,370,1207,11:39,,RAW2,CON1,Hayley ,20210103,,Yes,Yes,,,Claude,20210212
IO92,IO,92,-34.09868897,114.8863721,20201016,10:16:00,MBH,C.IO.52,South-west,No-take,National Park Zone,,42.3,Brooke Gibbons,Yes,Yes,Y,Claude,1203,1204,439,11:28,,RAW2,,Brooke Gibbons,20210113,,Yes,Yes,,,Claude,20210225
IO95,IO,95,-34.12618897,114.7338721,20201022,8:21:00,MBH,C.IO.68,South-west,No-take,National Park Zone,,124,Daphne,Yes,Yes,Y,Claude,369,370,1207,9:46,,RAW4,BU5.5,Daphne,20210119,,Yes,Yes,,,Claude,20210127
IO96,IO,96,-34.13618897,114.7363721,20201022,8:06:00,MBH,C.IO.68,South-west,No-take,National Park Zone,,127,Brooke Gibbons,Yes,Yes,Y,Rachel,1203,1204,439,9:28,,RAW4,,Brooke Gibbons,20210118,"Wasn't on BU4, have re copied over",Yes,Yes,,,Rachel,20210210
IO98,IO,98,-34.13368897,114.7313721,20201022,8:13:00,MBH,C.IO.68,South-west,No-take,National Park Zone,,128,Daphne,Yes,Yes,Y,Claude,375,376,561,9:36,,RAW4,BU5.5,Daphne,20210119,"Not on BU4, need to back up on BU3 (BU4 is out of mem)",Yes,Yes,,,Claude,20210127
IOC04,IO,C04,-34.08755,114.749265,20201022,13:16:00,Captains pick,C.IO.12,South-west,No-take,National Park Zone,,109,Rachel,Yes,Yes,Y,Brooke/Claude,369,370,1207,14:32,,RAW4,CON3,Rachel,20201217,Clusters overlapped so created new point.,Yes,Yes,,,Claude,20210122
IOC05,IO,C05,-34.05394,114.899843,20201029,10:46:00,Captains pick,C.IO.3,South-west,No-take,National Park Zone,,43.2,Rachel,Yes,Yes,Y,Brooke Gibbons/Claude,378,377,562,11:55,,RAW4,CON3,Rachel,20201217,strong surge ,Yes,Yes,,,Claude,20210121
IO215,IO,215,-34.06868897,114.9263721,20201016,12:34:00,Legacy,C.IO.2,South-west,No-take,National Park Zone,,46.7,Hayley ,Yes,Yes,Y,Claude,372,371,563,13:47,,RAW2,CON1,Hayley ,20210104,,Yes,Yes,,,Ramesh/Claude,20210216
IOCP11-1,IO,CP11-1,-33.992845,114.696642,20201123,12:39,Captains pick,C.IO.41,South-west,Fished,Special Purpose Zone (Mining Exclusion),,124,Daphne,Yes,Yes,Y,Claude,373,374,440,1:57,,RAW5,BU5.5,Daphne,20201231,,Yes,Yes,,,Claude,20210202
