Dot Point Measurements

Generated: Friday 31 May 2024 15:32:14

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	campaignid	relief_annotated	OpCode	Period	Frame info 3	Frame info 4	Frame info 5	Frame info 6	level_2	level_3	scientific						Radius %
DM-BV-05_1_01_Left_MAH00438.MP4_0075493.jpg	      0		945	432											2023-09_Dampier_stereo-BRUVs	no	DM-BV-05	1					Substrate	Unconsolidated (soft)							42.8
DM-BV-05_1_01_Left_MAH00438.MP4_0075493.jpg	      0		884	1825											2023-09_Dampier_stereo-BRUVs	no	DM-BV-05	1					Unscorable								96.8
DM-BV-05_1_01_Left_MAH00438.MP4_0075493.jpg	      0		847	432											2023-09_Dampier_stereo-BRUVs	no	DM-BV-05	1					Sessile invertebrates								40.2
DM-BV-05_1_01_Left_MAH00438.MP4_0075493.jpg	      0		1033	1112											2023-09_Dampier_stereo-BRUVs	no	DM-BV-05	1					Substrate	Unconsolidated (soft)							36.4
DM-BV-06_1_01_Left_MAH00485.MP4_0036038.jpg	      0		855	1073											2023-09_Dampier_stereo-BRUVs	no	DM-BV-06	1					Substrate	Unconsolidated (soft)							22.2
DM-BV-06_1_01_Left_MAH00485.MP4_0036038.jpg	      0		903	1382											2023-09_Dampier_stereo-BRUVs	no	DM-BV-06	1					Substrate	Unconsolidated (soft)							53.2
DM-BV-06_1_01_Left_MAH00485.MP4_0036038.jpg	      0		899	379											2023-09_Dampier_stereo-BRUVs	no	DM-BV-06	1					Substrate	Unconsolidated (soft)							51.2
DM-BV-06_1_01_Left_MAH00485.MP4_0036038.jpg	      0		739	91											2023-09_Dampier_stereo-BRUVs	no	DM-BV-06	1					Substrate	Unconsolidated (soft)							78.6
DM-BV-06_1_01_Left_MAH00485.MP4_0036038.jpg	      0		634	1852											2023-09_Dampier_stereo-BRUVs	no	DM-BV-06	1					Unscorable								100.0
DM-BV-06_1_01_Left_MAH00485.MP4_0036038.jpg	      0		691	1705											2023-09_Dampier_stereo-BRUVs	no	DM-BV-06	1					Substrate	Unconsolidated (soft)							84.5
DM-BV-06_1_01_Left_MAH00485.MP4_0036038.jpg	      0		939	589											2023-09_Dampier_stereo-BRUVs	no	DM-BV-06	1					Substrate	Unconsolidated (soft)							33.0
DM-BV-06_1_01_Left_MAH00485.MP4_0036038.jpg	      0		796	76											2023-09_Dampier_stereo-BRUVs	no	DM-BV-06	1					Substrate	Unconsolidated (soft)							80.1
DM-BV-06_1_01_Left_MAH00485.MP4_0036038.jpg	      0		612	447											2023-09_Dampier_stereo-BRUVs	no	DM-BV-06	1					Unscorable								45.6
DM-BV-06_1_01_Left_MAH00485.MP4_0036038.jpg	      0		574	472											2023-09_Dampier_stereo-BRUVs	no	DM-BV-06	1					Unscorable								44.8
DM-BV-06_1_01_Left_MAH00485.MP4_0036038.jpg	      0		778	1574											2023-09_Dampier_stereo-BRUVs	no	DM-BV-06	1					Unscorable								71.0
DM-BV-06_1_01_Left_MAH00485.MP4_0036038.jpg	      0		687	1429											2023-09_Dampier_stereo-BRUVs	no	DM-BV-06	1					Substrate	Unconsolidated (soft)							57.0
DM-BV-06_1_01_Left_MAH00485.MP4_0036038.jpg	      0		659	91											2023-09_Dampier_stereo-BRUVs	no	DM-BV-06	1					Unscorable								79.4
DM-BV-06_1_01_Left_MAH00485.MP4_0036038.jpg	      0		980	32											2023-09_Dampier_stereo-BRUVs	no	DM-BV-06	1					Substrate	Unconsolidated (soft)							87.1
DM-BV-06_1_01_Left_MAH00485.MP4_0036038.jpg	      0		962	1665											2023-09_Dampier_stereo-BRUVs	no	DM-BV-06	1					Substrate	Unconsolidated (soft)							82.4
DM-BV-06_1_01_Left_MAH00485.MP4_0036038.jpg	      0		540	1798											2023-09_Dampier_stereo-BRUVs	no	DM-BV-06	1					Unscorable								96.4
DM-BV-06_1_01_Left_MAH00485.MP4_0036038.jpg	      0		825	58											2023-09_Dampier_stereo-BRUVs	no	DM-BV-06	1					Substrate	Unconsolidated (soft)							82.0
DM-BV-06_1_01_Left_MAH00485.MP4_0036038.jpg	      0		877	92											2023-09_Dampier_stereo-BRUVs	no	DM-BV-06	1					Substrate	Unconsolidated (soft)							79.2
DM-BV-06_1_01_Left_MAH00485.MP4_0036038.jpg	      0		792	746											2023-09_Dampier_stereo-BRUVs	no	DM-BV-06	1					Substrate	Unconsolidated (soft)							12.7
DM-BV-06_1_01_Left_MAH00485.MP4_0036038.jpg	      0		692	1852											2023-09_Dampier_stereo-BRUVs	no	DM-BV-06	1					Unscorable								99.3
DM-BV-07_1_01_Left_MAH00480.MP4_0058188.jpg	      0		991	544											2023-09_Dampier_stereo-BRUVs	no	DM-BV-07	1					Substrate	Unconsolidated (soft)							26.8
DM-BV-07_1_01_Left_MAH00480.MP4_0058188.jpg	      0		1053	1458											2023-09_Dampier_stereo-BRUVs	no	DM-BV-07	1					Substrate	Unconsolidated (soft)							67.5
DM-BV-07_1_01_Left_MAH00480.MP4_0058188.jpg	      0		556	1436											2023-09_Dampier_stereo-BRUVs	no	DM-BV-07	1					Unscorable								66.6
DM-BV-07_1_01_Left_MAH00480.MP4_0058188.jpg	      0		845	544											2023-09_Dampier_stereo-BRUVs	no	DM-BV-07	1					Substrate	Unconsolidated (soft)							21.6
DM-BV-07_1_01_Left_MAH00480.MP4_0058188.jpg	      0		854	129											2023-09_Dampier_stereo-BRUVs	no	DM-BV-07	1					Substrate	Unconsolidated (soft)							60.3
DM-BV-07_1_01_Left_MAH00480.MP4_0058188.jpg	      0		773	459											2023-09_Dampier_stereo-BRUVs	no	DM-BV-07	1					Cnidaria	Corals							29.8
DM-BV-07_1_01_Left_MAH00480.MP4_0058188.jpg	      0		880	933											2023-09_Dampier_stereo-BRUVs	no	DM-BV-07	1					Substrate	Unconsolidated (soft)							15.9
DM-BV-07_1_01_Left_MAH00480.MP4_0058188.jpg	      0		642	161											2023-09_Dampier_stereo-BRUVs	no	DM-BV-07	1					Unscorable								59.7
DM-BV-07_1_01_Left_MAH00480.MP4_0058188.jpg	      0		781	1137											2023-09_Dampier_stereo-BRUVs	no	DM-BV-07	1					Substrate	Unconsolidated (soft)							34.1
DM-BV-07_1_01_Left_MAH00480.MP4_0058188.jpg	      0		655	811											2023-09_Dampier_stereo-BRUVs	no	DM-BV-07	1					Unscorable								15.8
DM-BV-07_1_01_Left_MAH00480.MP4_0058188.jpg	      0		798	316											2023-09_Dampier_stereo-BRUVs	no	DM-BV-07	1					Substrate	Unconsolidated (soft)							42.8
DM-BV-07_1_01_Left_MAH00480.MP4_0058188.jpg	      0		576	151											2023-09_Dampier_stereo-BRUVs	no	DM-BV-07	1					Unscorable								62.6
DM-BV-07_1_01_Left_MAH00480.MP4_0058188.jpg	      0		860	1844											2023-09_Dampier_stereo-BRUVs	no	DM-BV-07	1					Unscorable								100.0
DM-BV-07_1_01_Left_MAH00480.MP4_0058188.jpg	      0		1073	869											2023-09_Dampier_stereo-BRUVs	no	DM-BV-07	1					Substrate	Unconsolidated (soft)							25.2
DM-BV-07_1_01_Left_MAH00480.MP4_0058188.jpg	      0		994	698											2023-09_Dampier_stereo-BRUVs	no	DM-BV-07	1					Substrate	Unconsolidated (soft)							17.7
DM-BV-07_1_01_Left_MAH00480.MP4_0058188.jpg	      0		546	745											2023-09_Dampier_stereo-BRUVs	no	DM-BV-07	1					Unscorable								25.7
DM-BV-07_1_01_Left_MAH00480.MP4_0058188.jpg	      0		815	397											2023-09_Dampier_stereo-BRUVs	no	DM-BV-07	1					Substrate	Unconsolidated (soft)							35.2
DM-BV-07_1_01_Left_MAH00480.MP4_0058188.jpg	      0		875	240											2023-09_Dampier_stereo-BRUVs	no	DM-BV-07	1					Substrate	Unconsolidated (soft)							50.1
DM-BV-07_1_01_Left_MAH00480.MP4_0058188.jpg	      0		934	1530											2023-09_Dampier_stereo-BRUVs	no	DM-BV-07	1					Substrate	Unconsolidated (soft)							71.4
DM-BV-07_1_01_Left_MAH00480.MP4_0058188.jpg	      0		903	1081											2023-09_Dampier_stereo-BRUVs	no	DM-BV-07	1					Substrate	Unconsolidated (soft)							29.7
DM-BV-08_1_01_Left_MAH00425.MP4_0055417.jpg	      0		933	1368											2023-09_Dampier_stereo-BRUVs	no	DM-BV-08	1					Substrate	Unconsolidated (soft)							39.6
DM-BV-08_1_01_Left_MAH00425.MP4_0055417.jpg	      0		563	750											2023-09_Dampier_stereo-BRUVs	no	DM-BV-08	1					Unscorable								46.9
DM-BV-08_1_01_Left_MAH00425.MP4_0055417.jpg	      0		761	771											2023-09_Dampier_stereo-BRUVs	no	DM-BV-08	1					Substrate	Unconsolidated (soft)							31.1
DM-BV-08_1_01_Left_MAH00425.MP4_0055417.jpg	      0		730	925											2023-09_Dampier_stereo-BRUVs	no	DM-BV-08	1					Substrate	Unconsolidated (soft)							20.0
DM-BV-08_1_01_Left_MAH00425.MP4_0055417.jpg	      0		966	1557											2023-09_Dampier_stereo-BRUVs	no	DM-BV-08	1					Substrate	Unconsolidated (soft)							61.2
DM-BV-08_1_01_Left_MAH00425.MP4_0055417.jpg	      0		1031	917											2023-09_Dampier_stereo-BRUVs	no	DM-BV-08	1					Substrate	Unconsolidated (soft)							20.7
DM-BV-08_1_01_Left_MAH00425.MP4_0055417.jpg	      0		895	921											2023-09_Dampier_stereo-BRUVs	no	DM-BV-08	1					Substrate	Unconsolidated (soft)							11.3
DM-BV-08_1_01_Left_MAH00425.MP4_0055417.jpg	      0		1031	830											2023-09_Dampier_stereo-BRUVs	no	DM-BV-08	1					Substrate	Unconsolidated (soft)							27.5
DM-BV-08_1_01_Left_MAH00425.MP4_0055417.jpg	      0		733	615											2023-09_Dampier_stereo-BRUVs	no	DM-BV-08	1					Sessile invertebrates								48.6
DM-BV-08_1_01_Left_MAH00425.MP4_0055417.jpg	      0		940	972											2023-09_Dampier_stereo-BRUVs	no	DM-BV-08	1					Substrate	Unconsolidated (soft)							8.8
