campaignid,opcode,family,genus,species,number,length_mm,range_mm,rms_mm,precision_mm,caab_code
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Carangidae,Selaroides,leptolepis,3,151.20181,848.47061,1.03631,0.73832,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Carangidae,Selaroides,leptolepis,3,172.16408,583.97909,1.38127,0.45842,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Terapontidae,Terapon,theraps,2,189.37441,917.74549,0.99635,0.84701,37321003
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Terapontidae,Terapon,theraps,2,172.51884,1075.21524,0.98417,1.97924,37321003
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Terapontidae,Terapon,theraps,2,127.31741,519.26624,0.54211,0.38714,37321003
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Terapontidae,Terapon,theraps,2,164.38983,870.45911,1.16427,0.76432,37321003
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Terapontidae,Terapon,theraps,2,148.87041,837.73979,1.92622,1.24805,37321003
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Terapontidae,Terapon,theraps,2,146.61601,1122.58122,0.76213,1.25713,37321003
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Terapontidae,Terapon,theraps,2,140.54658,733.76739,1.47924,0.70499,37321003
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Terapontidae,Terapon,theraps,2,153.76664,931.87767,0.75039,0.88254,37321003
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Terapontidae,Terapon,theraps,2,135.3516,568.35869,0.92499,0.43918,37321003
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Terapontidae,Terapon,theraps,2,171.27278,761.33359,0.62543,0.86356,37321003
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Terapontidae,Terapon,theraps,2,158.82855,1001.62739,1.43504,1.65347,37321003
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Terapontidae,Terapon,theraps,3,163.41143,1102.01111,3.36943,2.47209,37321003
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Terapontidae,Terapon,theraps,3,147.02773,1005.5877,0.82152,1.31256,37321003
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Terapontidae,Terapon,theraps,3,163.41085,557.73298,0.93577,0.41656,37321003
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Terapontidae,Terapon,theraps,3,154.64058,930.86377,0.26322,1.61672,37321003
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Terapontidae,Terapon,theraps,3,161.71669,745.57767,1.58685,1.14622,37321003
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Terapontidae,Terapon,theraps,3,134.73636,867.34809,1.88632,0.85374,37321003
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Terapontidae,Terapon,theraps,3,160.76622,1212.58097,1.17444,1.48581,37321003
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Terapontidae,Terapon,theraps,3,165.73585,956.63955,1.40365,0.73527,37321003
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Terapontidae,Terapon,theraps,3,153.38259,848.93563,0.60213,0.82018,37321003
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Terapontidae,Terapon,puta,2,126.28692,848.69922999999994,0.8609,0.71043,37321006
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Terapontidae,Terapon,puta,2,116.52087,851.04471,0.80131,1.12258,37321006
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Terapontidae,Terapon,puta,2,123.16476,984.10363,1.46122,1.22498,37321006
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Terapontidae,Terapon,puta,2,133.36898,932.00401,0.38627,1.61795,37321006
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Scombridae,Scomberomorus,spp,1,636.54935,1907.3136,6.72885,5.46972,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Leiognathidae,Unknown,spp,1,97.41974,813.14343,0.53144,0.71361,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Carangidae,Atropus,hedlandensis,2,114.20504,747.3356,1.15377,0.68198,37337042
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Ariidae,Unknown,spp,1,108.84543,1085.52892,1.05891,1.20147,37188000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Terapontidae,Pelates,octolineatus,2,132.10669,932.24404,0.75031,0.69712,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Terapontidae,Pelates,octolineatus,3,129.39208,868.6746,1.70766,0.77526,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-027,Leiognathidae,Unknown,spp,1,75.11734,1033.18927,5.7025,2.01875,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-027,Pinguipedidae,Parapercis,nebulosa,1,200.33249,1009.00106,3.09861,2.01526,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-027,Scombridae,Scomberomorus,spp,1,498.24842,1996.00872,5.43437,5.48457,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-027,Scombridae,Scomberomorus,spp,1,447.17318,1999.1002,1.89654,4.91421,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-027,Lethrinidae,Lethrinus,laticaudis,1,177.72555,1177.77611,5.62236,1.72699,37351006
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-027,Carangidae,Selaroides,leptolepis,1,133.52745,640.06339,3.69486,0.46321,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-027,Carangidae,Selaroides,leptolepis,1,145.44224,691.68108,3.36333,0.77831,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-027,Carangidae,Selaroides,leptolepis,1,116.21641,881.94657,1.61799,0.78331,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-027,Carangidae,Selaroides,leptolepis,2,137.61385,844.54942,0.35791,0.79656,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-027,Carangidae,Selaroides,leptolepis,1,98.75188,749.4518,2.48252,0.6103,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-027,Carangidae,Selaroides,leptolepis,1,142.24997,657.12526,3.85989,0.50136,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-027,Nemipteridae,Pentapodus,porosus,1,142.81962,925.90575,1.87531,0.74703,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-027,Nemipteridae,Pentapodus,porosus,1,150.16327,882.16845,2.22248,1.21743,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-027,Nemipteridae,Pentapodus,porosus,1,154.79908,1070.91573,3.34069,2.27614,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-027,Nemipteridae,Pentapodus,porosus,1,146.50601,728.43396,1.02427,0.82181,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-027,Nemipteridae,Pentapodus,vitta,1,145.58066,933.01695,2.13018,0.69012,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-027,Nemipteridae,Pentapodus,vitta,1,138.13678,1045.18115,1.38415,0.89594,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-027,Nemipteridae,Pentapodus,vitta,1,147.04482,1120.42464,2.87689,1.19221,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-027,Nemipteridae,Pentapodus,vitta,1,147.4006,934.69662,0.21496,1.36046,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-027,Nemipteridae,Pentapodus,vitta,1,173.02438,1008.50406,1.77131,0.98452,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-027,Nemipteridae,Pentapodus,vitta,1,153.76233,1034.4903,1.67665,1.6407,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-173,Scombridae,Scomberomorus,spp,1,576.22047,1323.52585,1.05283,3.23878,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-173,Leiognathidae,Unknown,spp,2,42.53684,727.68222,3.476,0.6396,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-173,Synodontidae,Saurida,undosquamis,1,143.89993,1083.63922,3.2969,2.25988,37118001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-173,Pinguipedidae,Parapercis,nebulosa,1,163.8342,932.69089,1.51719,1.05963,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-173,Nemipteridae,Pentapodus,vitta,1,159.54985,947.73853,2.81304,1.37673,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-173,Nemipteridae,Pentapodus,vitta,2,166.75171,959.72353,0.26854,1.3551,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-173,Nemipteridae,Pentapodus,vitta,1,139.53516,898.42869,1.55552,0.78555,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-173,Terapontidae,Pelates,octolineatus,2,128.02628,571.58025,0.74107,0.45137,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-174,Pinguipedidae,Parapercis,nebulosa,1,102.37365,779.05425,0.61385,0.68235,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-174,Pinguipedidae,Parapercis,nebulosa,1,170.28552,1054.22267,1.59821,0.76642,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-174,Pinguipedidae,Parapercis,nebulosa,2,122.06948,935.85996,0.80154,0.75646,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-174,Nemipteridae,Unknown,spp,1,120.11228,874.91825,0.33934,1.10255,37347000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-174,Carangidae,Selaroides,leptolepis,2,141.27741,644.9843,2.42177,0.4745,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-174,Carangidae,Selaroides,leptolepis,2,147.95651,890.90837,1.00429,1.27337,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-174,Carangidae,Selaroides,leptolepis,2,141.64808,818.01097,1.97659,0.62268,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-174,Nemipteridae,Pentapodus,vitta,1,129.13553,836.38916,0.89273,0.69711,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-174,Nemipteridae,Pentapodus,vitta,1,176.36616,798.1331,2.19183,0.65201,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-174,Nemipteridae,Pentapodus,vitta,1,125.61771,957.73985,2.65526,0.70457,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-175,Pinguipedidae,Parapercis,nebulosa,1,102.65835,1044.6064,2.05536,1.77206,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-175,Pinguipedidae,Parapercis,nebulosa,1,184.18572,1073.30779,5.43466,1.54904,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-175,Pinguipedidae,Parapercis,nebulosa,1,138.76076,1058.9437,2.50316,0.90445,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-175,Monacanthidae,Paramonacanthus,choirocephalus,1,72.82153,1067.2894,3.14442,1.19062,37465064
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-175,Monacanthidae,Paramonacanthus,choirocephalus,1,83.24195,877.87231,0.7392,0.85843,37465064
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-175,Monacanthidae,Paramonacanthus,choirocephalus,1,87.89286,1039.6334,2.58311,0.91827,37465064
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-175,Monacanthidae,Paramonacanthus,choirocephalus,1,78.2533,669.53039,0.86044,0.54155,37465064
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-175,Monacanthidae,Paramonacanthus,choirocephalus,1,67.70287,964.37172,3.22915,0.75308,37465064
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-175,Nemipteridae,Pentapodus,vitta,1,133.37208,981.22268999999994,3.35818,1.27121,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-175,Nemipteridae,Pentapodus,vitta,1,133.96516,939.32454,2.26217,0.66942,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-175,Nemipteridae,Pentapodus,vitta,1,134.75717,986.49245,3.68597,0.74953,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-175,Scombridae,Scomberomorus,spp,1,513.46504,1790.35584,4.44055,3.99146,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Pinguipedidae,Parapercis,nebulosa,2,109.26016,925.95126,0.45439,0.85438,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Pinguipedidae,Parapercis,nebulosa,2,188.8546,845.98268,0.48094,0.78285,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Monacanthidae,Paramonacanthus,choirocephalus,1,86.45389,1034.01684,0.66552,0.97984,37465064
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Monacanthidae,Paramonacanthus,choirocephalus,1,91.72977,807.90344,1.43958,0.72201,37465064
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Monacanthidae,Paramonacanthus,choirocephalus,1,87.04487,1056.05098,0.47782,1.15113,37465064
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Nemipteridae,Pentapodus,vitta,1,162.25819,899.08669,1.17848,0.7657,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Nemipteridae,Pentapodus,vitta,2,183.38425,927.65542,1.79863,0.95558,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Nemipteridae,Pentapodus,vitta,1,157.70337,916.54788,1.37975,0.69379,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Nemipteridae,Pentapodus,vitta,1,141.28019,1040.72884,0.85127,0.97644,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Nemipteridae,Pentapodus,vitta,1,134.5732,878.33222,0.85981,0.8009,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Nemipteridae,Pentapodus,vitta,1,174.26289,1018.40863,2.02038,1.66013,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Nemipteridae,Pentapodus,vitta,1,158.59646,1011.91292,6.67575,1.70664,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Nemipteridae,Pentapodus,vitta,1,130.10204,980.30959,0.79609,0.97179,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Nemipteridae,Pentapodus,vitta,1,145.91512,823.05189,2.34119,0.84882,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Mullidae,Upeneus,spp,1,125.33627,813.69861,0.16307,0.74734,37355903
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Leiognathidae,Unknown,spp,1,87.44795,691.94026,2.7921,0.73719,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Leiognathidae,Unknown,spp,1,92.79305,661.35716,2.11504,0.4969,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Leiognathidae,Unknown,spp,2,85.0556,1119.13642,0.36069,2.32631,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Leiognathidae,Unknown,spp,2,83.59915,513.74889,2.95496,0.3746,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Terapontidae,Pelates,octolineatus,1,137.54922,952.78152,0.64296,1.10455,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Terapontidae,Pelates,octolineatus,1,121.45113,921.4507,0.32764,0.68097,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Terapontidae,Pelates,octolineatus,1,143.66683,899.82803,1.50411,1.4274,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Terapontidae,Pelates,octolineatus,2,147.70259,923.76243,0.56483,0.71001,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Terapontidae,Pelates,octolineatus,2,145.82126,876.10966,2.94108,1.24795,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Terapontidae,Pelates,octolineatus,2,116.89636,901.64122,0.71397,0.6585,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Terapontidae,Pelates,octolineatus,2,132.6735,822.38099,0.31676,0.62077,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Terapontidae,Pelates,octolineatus,2,140.57739,1034.06447,0.34319,1.44373,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Terapontidae,Pelates,octolineatus,2,126.8425,1005.41064,0.90221,0.72907,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Terapontidae,Pelates,octolineatus,2,142.46845,932.92719,1.96527,1.38724,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Carangidae,Selaroides,leptolepis,2,135.19153,846.9351,1.37103,0.66772,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Carangidae,Selaroides,leptolepis,2,103.20469,972.26593,0.3762,0.9966,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Carangidae,Selaroides,leptolepis,2,99.30792,849.44758,0.53075,0.84148,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Carangidae,Selaroides,leptolepis,2,134.64122,826.45774,12.03204,0.72893,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Carangidae,Selaroides,leptolepis,2,99.00286,821.26688,0.9515,0.59819,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-177,Nemipteridae,Pentapodus,vitta,1,138.50827,1047.17605,2.14943,1.35738,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-177,Nemipteridae,Pentapodus,vitta,3,141.4318,1090.90571,2.9839,1.85816,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-177,Nemipteridae,Pentapodus,vitta,2,143.90357,1206.79524,2.90016,1.1936,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-177,Nemipteridae,Pentapodus,vitta,1,162.96676,1248.22347,1.78282,1.08914,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-177,Pinguipedidae,Parapercis,nebulosa,1,181.00293,1227.34318,12.71458,1.40546,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-177,Nemipteridae,Pentapodus,vitta,2,139.25729,1101.30284,3.8504,0.83186,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-177,Pinguipedidae,Parapercis,nebulosa,1,180.94347,929.7507,2.00841,1.27123,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-177,Pinguipedidae,Parapercis,nebulosa,1,136.01443,1080.99523,2.89391,0.79004,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-177,Terapontidae,Pelates,octolineatus,1,138.69995,870.63464,3.33308,0.7558,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-177,Terapontidae,Pelates,octolineatus,1,145.41632,939.02588,1.26558,1.23891,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-177,Carcharhinidae,Carcharhinus,macloti,1,564.27518,1512.50627,2.82559,1.70766,37018025
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-177,Monacanthidae,Paramonacanthus,choirocephalus,1,90.07649,471.41208,1.75696,0.45458,37465064
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Synodontidae,Saurida,undosquamis,1,202.91611,1013.5576,1.6322,1.45496,37118001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Nemipteridae,Nemipterus,furcosus,1,109.0284,866.75823,0.93851,0.71317,37347005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Leiognathidae,Unknown,spp,1,97.03364,799.68548,2.44853,0.67368,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Leiognathidae,Unknown,spp,1,100.7599,662.30588,0.82741,0.5409,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Leiognathidae,Unknown,spp,1,91.19478,709.89154,0.281,0.73708,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Pinguipedidae,Parapercis,nebulosa,1,177.64215,1642.76433,0.9888,3.9576,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Nemipteridae,Pentapodus,porosus,1,154.73193,885.88582,0.89857,0.71798,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Nemipteridae,Pentapodus,porosus,1,130.03728,929.05169,1.14694,0.73842,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Nemipteridae,Pentapodus,porosus,1,167.19207,893.65543,1.13444,0.90551,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Nemipteridae,Pentapodus,porosus,1,196.16279,1019.95438,0.82867,1.40665,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Pinguipedidae,Parapercis,nebulosa,1,120.67525,1096.41763,0.15609,0.9087,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Pinguipedidae,Parapercis,nebulosa,2,120.704,952.28409,0.90894,0.81355,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Nemipteridae,Pentapodus,porosus,1,199.09456,1169.05353,1.07457,1.05037,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Pinguipedidae,Parapercis,nebulosa,2,189.15748,1026.43352,1.13703,0.9783,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Nemipteridae,Pentapodus,porosus,1,156.34274,879.50653,0.19144,0.69424,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Nemipteridae,Pentapodus,porosus,1,184.83743,1201.77786,1.43032,0.95893,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Nemipteridae,Pentapodus,porosus,1,125.40687,984.6708,1.22279,1.00251,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Nemipteridae,Pentapodus,porosus,1,182.83305,962.18065,1.35144,0.98506,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Nemipteridae,Pentapodus,porosus,1,153.86934,1137.45566,2.39326,1.7473,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Nemipteridae,Pentapodus,porosus,1,184.91034,1141.06191,2.89704,1.25081,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Nemipteridae,Pentapodus,vitta,1,131.22084,1262.00302,0.61244,1.74747,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Nemipteridae,Pentapodus,vitta,1,137.5186,935.64963,0.72933,1.1591,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Nemipteridae,Pentapodus,vitta,1,142.09634,1007.95081,1.08769,0.96395,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Nemipteridae,Pentapodus,vitta,1,170.8167,990.97214,0.91268,0.86698,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Nemipteridae,Pentapodus,vitta,1,137.99862,1014.96853,0.91014,1.55701,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Nemipteridae,Pentapodus,porosus,1,194.68802,1020.18639,0.83399,1.13887,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Nemipteridae,Pentapodus,vitta,1,142.79428,1021.75664,1.69132,1.46584,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Echeneidae,Echeneis,naucrates,1,303.67235,1588.21604,0.77185,2.6949,37336001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Carangidae,Selaroides,leptolepis,3,137.88638,945.31159,0.72896,1.00602,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Carangidae,Selaroides,leptolepis,3,97.63205,858.21402,1.95682,0.73718,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Carangidae,Selaroides,leptolepis,1,152.16207,869.70405,1.50899,0.70515,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Carangidae,Selaroides,leptolepis,1,140.93849,974.06465,1.52528,1.12731,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Carangidae,Selaroides,leptolepis,1,96.0511,868.07528,1.5062,1.10142,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Carangidae,Selaroides,leptolepis,1,93.57642,807.6592,3.77857,0.58618,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Carangidae,Selaroides,leptolepis,1,100.24128,883.51558,0.67323,0.66375,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Carangidae,Selaroides,leptolepis,1,141.62639,987.2041,2.30735,0.76871,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Carangidae,Selaroides,leptolepis,1,137.53615,896.36841,0.89172,0.7124,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Carangidae,Selaroides,leptolepis,1,140.32827,792.31121,1.58512,0.71353,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Carangidae,Turrum,fulvoguttatum,1,233.36306,955.95761,2.44841,0.8802,37337037
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Carangidae,Turrum,fulvoguttatum,1,232.28512,1435.50015,4.15806,1.12695,37337037
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Carangidae,Turrum,fulvoguttatum,1,219.71898,1413.02458,1.19149,1.44928,37337037
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Scombridae,Scomberomorus,spp,1,557.34515,2364.69738,6.78028,7.36519,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Scombridae,Scomberomorus,spp,1,580.04747,2025.34528,3.00599,5.29362,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Scombridae,Scomberomorus,spp,1,472.71542,2042.10982,0.30617,2.85967,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Terapontidae,Pelates,octolineatus,2,120.71049,1195.15215,1.4074,1.67575,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Terapontidae,Pelates,octolineatus,2,148.88111,927.68777,2.12499,1.04964,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Terapontidae,Pelates,octolineatus,2,162.91269,1274.86349,1.72849,1.41845,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Terapontidae,Pelates,octolineatus,2,149.52822,929.66319,2.57252,0.86,37321020
