CAAB	ScientificName	Authority	CommonName
39125008	Aipysurus tenuis	Lönnberg and Andersson, 1913	brown-lined seasnake
39125012	Emydocephalus annulatus	Krefft, 1869	turtle-headed seasnake
39125014	Ephalophis greyae	Smith, 1931	north-western mangrove seasnake
39125015	Hydrelaps darwiniensis	Boulenger, 1896	black-ringed mangrove seasnake
39125016	Hydrophis atriceps	Günther, 1864	black-headed seasnake
39125017	Hydrophis belcheri	(Gray, 1849)	[a seasnake]
39125018	Hydrophis caerulescens	(Shaw, 1802)	dwarf seasnake
39125019	Hydrophis coggeri	(Kharin, 1984)	slender-necked seasnake
39125031	Hydrophis curtus	(Shaw, 1802)	spine-bellied seasnake
39125020	Hydrophis czeblukovi	(Kharin, 1984)	fine-spined seasnake
39125035	Hydrophis donaldi	Ukuwela, Sanders & Fry, 2012	rough-scaled seasnake
39125021	Hydrophis elegans	(Gray, 1842)	elegant seasnake
39125024	Hydrophis inornatus	(Gray, 1849)	plain seasnake
39125010	Hydrophis kingii	Boulenger, 1896	spectacled seasnake
39125025	Hydrophis macdowelli	Kharin, 1983	small-headed seasnake
39125011	Hydrophis major	(Shaw, 1802)	olive-headed seasnake
39125026	Hydrophis melanocephalus	Gray, 1849	[a seasnake]
39125027	Hydrophis melanosoma	Günther, 1864	black-banded robust seasnake
39125028	Hydrophis ocellatus	Gray, 1849	[a seasnake]
39125029	Hydrophis pacificus	Boulenger, 1896	large-headed seasnake
39125001	Hydrophis peronii	(Duméril, 1853)	horned seasnake
39125033	Hydrophis platurus	(Linnaeus, 1766)	yellow-bellied seasnake
39125009	Hydrophis stokesii	(Gray in Stokes, 1846)	Stokes' seasnake
39125030	Hydrophis vorisi	Kharin, 1984	[a seasnake]
39125013	Hydrophis zweifeli	(Kharin, 1985)	beaked seasnake
39125023	Microcephalophis gracilis	(Shaw, 1802)	slender sea snake
39125032	Parahydrophis mertoni	(Roux, 1910)	northern mangrove seasnake
39125902	Aipysurus spp.	-	[a sea snake]
39125905	Emydocephalus spp.	-	[a sea snake]
39125907	Ephalophis spp.	-	[a sea snake]
39125908	Hydrelaps spp.	-	[a sea snake]
39125909	Hydrophis spp.	-	[a sea snake]
39125913	Microcephalophis spp.	-	[a sea snake]
39125911	Parahydrophis spp.	-	[a sea snake]
39125000	Elapidae: Hydrophiinae	-	seasnakes
39140001	Crocodylus johnstoni	(Krefft, 1873)	freshwater crocodile
39140002	Crocodylus porosus	Schneider, 1801	saltwater crocodile
39140901	Crocodylus spp.	-	
39140000	Crocodylidae	-	crocodiles
