CAAB	ScientificName	Authority	CommonName
23271902	Cyclochlamys spp.	-	[a deepwater scallop]
23271903	Cyclopecten spp.	-	[a deepwater scallop]
23271904	Parvamussium spp.	-	[a deepwater scallop]
23271905	Propeamussium spp.	-	[a deepwater scallop]
23271910	Similipecten spp.	-	[a deepwater scallop]
23272901	Spondylus spp.	-	[a thorny oyster]
23273901	Pectinella spp.	-	[a deepwater scallop]
23275901	Anomia spp.	-	[a jingle shell]
23275902	Enigmonia spp.	-	
23275903	Monia spp.	-	[a jingle shell]
23275904	Patro spp.	-	
23275905	Pododesmus spp.	-	[a jingle shell]
23276901	Placuna spp.	-	
23280901	Neotrigonia spp.	-	
23288901	Alathyria spp.	-	[a freshwater mussel]
23288902	Cucumerunio spp.	-	[a freshwater mussel]
23288907	Echyridella spp.	-	[a freshwater mussel]
23288903	Hyridella spp.	-	[a freshwater mussel]
23288904	Lortiella spp.	-	[a freshwater mussel]
23288905	Velesunio spp.	-	[a freshwater mussel]
23288906	Westralunio spp.	-	[a freshwater mussel]
23301901	Chama spp.	-	
23305901	Anodontia spp.	-	[a cockle]
23305902	Austriella spp.	-	[a cockle]
23305903	Bathyaustriella spp.	-	[a cockle]
23305904	Callucina spp.	-	
23305905	Cardiolucina spp.	-	[a cockle]
23305906	Chavania spp.	-	[a cockle]
23305907	Codakia spp.	-	[a cockle]
23305908	Ctena spp.	-	[a cockle]
23305909	Divalucina spp.	-	[a cockle]
23305910	Divaricella spp.	-	
23305911	Epicodakia spp.	-	[a cockle]
23305912	Fimbria spp.	-	[a cockle]
23305913	Funafutia spp.	-	[a cockle]
23305925	Gonimyrtea spp.	-	[a cockle]
23305914	Indoaustriella spp.	-	
23305915	Lamellolucina spp.	-	
23305928	Lepidolucina spp.	-	[a bivalve]
23305929	Liralucina spp.	-	[a bivalve]
23305926	Lucinoma spp.	-	[a bivalve]
23305916	Monitilora spp.	-	
23305917	Myrtea spp.	-	
23305918	Nevenulora spp.	-	
23305927	Notomyrtea spp.	-	[a bivalve]
23305919	Pillucina spp.	-	[a cockle]
23305920	Prophetilora spp.	-	
23305921	Pseudolucinisca spp.	-	
23305922	Saltocuna spp.	-	
23305924	Scabrilucina spp.	-	[a cockle]
23305923	Wallucina spp.	-	[a cockle]
23307901	Axinulus spp.	-	[a bivalve]
23307905	Maorithyas spp.	-	[a bivalve]
23307903	Mendicula spp.	-	[a bivalve]
23307902	Parathyasira spp.	-	[a bivalve]
23307904	Thyasira spp.	-	[a bivalve]
23308901	Cycladicama spp.	-	[a bivalve]
23308902	Diplodonta spp.	-	[a bivalve]
23308903	Felaniella spp.	-	[a bivalve]
23308904	Numella spp.	-	[a bivalve]
23309901	Bathycorbis spp.	-	
23315942	Altenaeum spp.	-	[a bivalve]
23315901	Ambuscintilla spp.	-	[a bivalve]
23315935	Amphilepida spp.	-	[a bivalve]
23315902	Arthritica spp.	-	[a bivalve]
23315903	Austrodevonia spp.	-	[a bivalve]
23315941	Axinodon spp.	-	[a bivalve]
23315904	Barrimysia spp.	-	[a bivalve]
23315905	Borniola spp.	-	[a bivalve]
23315936	Byssobornia spp.	-	[a bivalve]
23315906	Cicatellia spp.	-	[a bivalve]
23315907	Curvemysella spp.	-	[a bivalve]
23315939	Divariscintilla spp.	-	[a bivalve]
23315908	Duoconclavis spp.	-	[a bivalve]
23315909	Ephippodonta spp.	-	[a bivalve]
23315911	Ephippodontomorpha spp.	-	[a bivalve]
23315912	Fastimysia spp.	-	[a bivalve]
23315913	Fronsella spp.	-	[a bivalve]
23315914	Galeomma spp.	-	[a bivalve]
23315915	Halcampicola spp.	-	[a bivalve]
23315916	Kellia spp.	-	[a bivalve]
23315917	Lasaea spp.	-	[a bivalve]
23315934	Lepirodes spp.	-	[a bivalve]
23315918	Lepton spp.	-	[a bivalve]
23315919	Marikellia spp.	-	[a bivalve]
23315920	Melliteryx spp.	-	[a bivalve]
23315921	Montacuta spp.	-	[a bivalve]
23315922	Montacutona spp.	-	[a bivalve]
23315923	Myllita spp.	-	[a bivalve]
23315937	Myllitella spp.	-	[a bivalve]
23315924	Mysella spp.	-	[a bivalve]
23315925	Parvikellia spp.	-	[a bivalve]
23315926	Pileatona spp.	-	[a bivalve]
23315927	Pseudokellya spp.	-	[a bivalve]
23315928	Scintilla spp.	-	[a bivalve]
23315929	Scintillona spp.	-	[a bivalve]
23315930	Tellimya spp.	-	[a bivalve]
23315931	Troglodytoconcha spp.	-	[a bivalve]
23315932	Vermitexta spp.	-	[a bivalve]
23315938	Waldo spp.	-	[a bivalve]
23320907	Cyamiocardium spp.	-	[a bivalve]
23320901	Cyamiomactra spp.	-	[a bivalve]
23320905	Cyamium spp.	-	[a bivalve]
23320904	Eugaimardia spp.	-	[a bivalve]
23320903	Gaimardia spp.	-	[a bivalve]
23320906	Kidderia spp.	-	[a bivalve]
23320902	Perrierina spp.	-	[a bivalve]
23320909	Ptychocardia spp.	-	[a bivalve]
23320908	Reloncavia spp.	-	[a bivalve]
23321903	Micropolia spp.	-	[a bivalve]
23321901	Neolepton spp.	-	[a bivalve]
23321904	Pachykellya spp.	-	[a bivalve]
23321902	Puyseguria spp.	-	[a bivalve]
23322901	Anisodonta spp.	-	[a bivalve]
23322904	Basterotia spp.	-	[a bivalve]
23322902	Benthoquetia spp.	-	[a bivalve]
23322903	Sportella spp.	-	[a bivalve]
23325902	Bathycardita spp.	-	[a cockle]
23325901	Beguina spp.	-	
23325903	Cardita spp.	-	[a cockle]
23325911	Centrocardita spp.	-	[a cockle]
23325906	Cyclocardia spp.	-	
23325913	Glans spp.	-	[a cockle]
23325912	Megacardita spp.	-	[a cockle]
23325910	Pleuromeris spp.	-	[a cockle]
23325909	Powellina spp.	-	[a cockle]
23325908	Purpurocardia spp.	-	[a cockle]
23326901	Austrocardiella spp.	-	
23326902	Benthocardiella spp.	-	[a bivalve]
23326914	Carditella spp.	-	[a bivalve]
23326915	Carditellona spp.	-	[a bivalve]
23326916	Carditellopsis spp.	-	[a bivalve]
23326903	Condylocardia spp.	-	[a bivalve]
23326904	Condylocuna spp.	-	[a bivalve]
23326905	Crassacuna spp.	-	
23326906	Cuna spp.	-	[a bivalve]
23326907	Cunanax spp.	-	
23326917	Hamacuna spp.	-	[a bivalve]
23326908	Isodontocardia spp.	-	
23326909	Mimicuna spp.	-	
23326910	Ovacuna spp.	-	
23326911	Propecuna spp.	-	
23326912	Warrana spp.	-	
23326913	Westaustrocuna spp.	-	
23330904	Bathytormus spp.	-	[a cockle]
23330907	Chattina spp.	-	[a cockle]
23330908	Crassinella spp.	-	[a cockle]
23330905	Crenocrassatella spp.	-	[a cockle]
23330902	Eucrassatella spp.	-	
23330906	Fluctiger spp.	-	[a cockle]
23330903	Salaputium spp.	-	
23330901	Talabrica spp.	-	[a cockle]
23331901	Astarte spp.	-	
23335901	Acrosterigma spp.	-	[a heart cockle]
23335902	Afrocardium spp.	-	[a heart cockle]
23335903	Corculum spp.	-	[a heart cockle]
23335904	Ctenocardia spp.	-	[a heart cockle]
23335905	Fragum spp.	-	[a heart cockle]
23335915	Freneixicardia spp.	-	[a heart cockle]
23335906	Frigidocardium spp.	-	[a heart cockle]
23335907	Fulvia spp.	-	[a heart cockle]
23335908	Laevicardium spp.	-	[a heart cockle]
23335909	Lunulicardia spp.	-	
23335916	Lyrocardium spp.	-	[a heart cockle]
23335910	Maoricardium spp.	-	
23335918	Microcardium spp.	-	[a heart cockle]
23335911	Microfragum spp.	-	[a heart cockle]
23335912	Nemocardium spp.	-	[a heart cockle]
23335919	Pratulum spp.	-	[a heart cockle]
23335917	Trifaricardium spp.	-	[a heart cockle]
23335913	Vasticardium spp.	-	[a heart cockle]
23335914	Vepricardium spp.	-	
23336901	Hemidonax spp.	-	
23340902	Hippopus spp.	-	
23340901	Tridacna spp.	-	[a giant clam]
23345910	Austromactra spp.	-	[a clam]
23345911	Crassula spp.	-	[a clam]
23345913	Cyclomactra spp.	-	[a clam]
23345901	Diaphoromactra spp.	-	
23345902	Heterocardia spp.	-	
23345903	Lutraria spp.	-	[a trough clam]
23345904	Mactra spp.	-	[a clam]
23345905	Mactrinula spp.	-	
23345906	Meropesta spp.	-	
23345915	Oxyperas spp.	-	[a clam]
23345907	Raeta spp.	-	
23345916	Resania spp.	-	[a clam]
23345914	Scalpomactra spp.	-	[a clam]
23345908	Spisula spp.	-	[a clam]
23345912	Standella spp.	-	[a clam]
23345917	Zenatia spp.	-	[a clam]
23345909	Zenatina spp.	-	
23346901	Anapella spp.	-	
23346904	Atactodea spp.	-	[a surf clam]
23346902	Davila spp.	-	
23346903	Paphies spp.	-	[a surf clam]
23347901	Cardilia spp.	-	
23350901	Solen spp.	-	
23351901	Cultellus spp.	-	
23351902	Ensiculus spp.	-	
23351903	Siliqua spp.	-	
23355901	Abranda spp.	-	[a clam]
23355904	Arcopagia spp.	-	[a clam]
23355905	Cadella spp.	-	[a clam]
23355907	Cyclotellina spp.	-	[a clam]
23355912	Leporimetis spp.	-	[a clam]
23355937	Loxoglypta spp.	-	[a bivalve]
23355913	Macalia spp.	-	[a clam]
23355914	Macoma spp.	-	[a clam]
23355917	Moerella spp.	-	[a clam]
23355936	Pristipagia spp.	-	[a bivalve]
23355923	Psammotreta spp.	-	[a clam]
23355935	Scissulina spp.	-	[a bivalve]
23355929	Semelangulus spp.	-	[a clam]
23355931	Strigilla spp.	-	[a clam]
23355932	Tellina spp.	-	[a clam]
23355934	Tellinides spp.	-	[a clam]
23356901	Abra spp.	-	[a bivalve]
23356905	Ervilia spp.	-	[a bivalve]
23356902	Leptomya spp.	-	[a bivalve]
23356906	Rochefortina spp.	-	[a bivalve]
23356903	Semele spp.	-	[a bivalve]
23356904	Theora spp.	-	[a bivalve]
23357901	Asaphis spp.	-	
23357902	Gari spp.	-	[a bivalve]
23357903	Heteroglypta spp.	-	[a bivalve]
23357904	Hiatula spp.	-	[a bivalve]
23358901	Azorinus spp.	-	
23358902	Solecurtus spp.	-	
23359901	Donax spp.	-	PIPIS
23365901	Coralliophaga spp.	-	
23365902	Fluviolanatus spp.	-	
23365904	Glossocardia spp.	-	[a bivalve]
23365905	Neotrapezium spp.	-	[a bivalve]
23365903	Trapezium spp.	-	
23366901	Kelliella spp.	-	[a bivalve]
23369901	Vesicomya spp.	-	[a bivalve]
23370901	Meiocardia spp.	-	[a heart cockle]
23375901	Batissa spp.	-	
23375902	Corbicula spp.	-	
23375903	Polymesoda spp.	-	
23375904	Potamocorbula spp.	-	
23376901	Musculium spp.	-	[a freshwater cockle]
23376902	Pisidium spp.	-	[a freshwater cockle]
23378901	Mytilopsis spp.	-	[a bivalve]
23380905	Anomalodiscus spp.	-	[a venus shell]
23380904	Antigona spp.	-	[a cockle]
23380936	Aphrodora spp.	-	[a cockle]
23380932	Austrovenus spp.	-	[a cockle]
23380906	Bassina spp.	-	
23380907	Callista spp.	-	
23380908	Callocardia spp.	-	
23380931	Chioneryx spp.	-	[a cockle]
23380909	Circe spp.	-	
23380910	Circomphalus spp.	-	[a venus shell]
23380911	Clementia spp.	-	
23380940	Costacallista spp.	-	[a cockle]
23380937	Costellipitar spp.	-	[a cockle]
23380934	Dorisca spp.	-	[a cockle]
23380930	Dosina spp.	-	[a cockle]
23380901	Dosinia spp.	-	SURF CLAMS
23380912	Eumarcia spp.	-	
23380913	Gafrarium spp.	-	
23380914	Globivenus spp.	-	[a venus shell]
23380915	Gomphinella spp.	-	[a venus shell]
23380916	Gouldiopa spp.	-	[a venus shell]
23380917	Granicorium spp.	-	
23380938	Hyphantosoma spp.	-	[a cockle]
23380918	Irus spp.	-	[a venus shell]
23380902	Katelysia spp.	-	VONGOLES
23380942	Kyrina spp.	-	[a cockle]
23380933	Leukoma spp.	-	[a cockle]
23380919	Lioconcha spp.	-	
23380920	Marcia spp.	-	
23380903	Meretrix spp.	-	BABY CLAMS
23380939	Notocallista spp.	-	[a cockle]
23380944	Notopaphia spp.	-	[a cockle]
23380921	Paphia spp.	-	
23380941	Pelecyora spp.	-	[a cockle]
23380922	Pitar spp.	-	
23380923	Placamen spp.	-	
23380943	Protapes spp.	-	[a cockle]
23380935	Redicirce spp.	-	[a cockle]
23380945	Ruditapes spp.	-	[a venus cockle]
23380924	Samarangia spp.	-	
23380925	Sunetta spp.	-	
23380926	Tapes spp.	-	
23380927	Tawera spp.	-	[a venus shell]
23380928	Timoclea spp.	-	
23380929	Venerupis spp.	-	VENUS CLAMS
23380946	Venerupis spp. (except for Venerupis largillierti)	-	AUSTRALIAN VENUS CLAMS
23381902	Mysia spp.	-	[a cockle]
23381901	Petricola spp.	-	
23382901	Glauconome spp.	-	
23386901	Cryptomya spp.	-	
23386904	Mya spp.	-	[a bivalve]
23386903	Sphenia spp.	-	[a bivalve]
23386902	Tugonia spp.	-	
23387901	Corbula spp.	-	[a cockle]
23387902	Lentidium spp.	-	[a cockle]
23390901	Cucurbitula spp.	-	[a flask cockle]
23390904	Dufoichaena spp.	-	[a flask cockle]
23390902	Eufistulana spp.	-	[a flask cockle]
23390903	Gastrochaena spp.	-	[a flask cockle]
23390905	Spengleria spp.	-	[a flask cockle]
23390906	Spenglerichaena spp.	-	[a flask cockle]
23395901	Hiatella spp.	-	[a saxicave]
23395902	Panopea spp.	-	[a saxicave]
23401901	Aspidopholas spp.	-	[a piddock]
23401902	Barnea spp.	-	[a piddock]
23401903	Jouannetia spp.	-	[a piddock]
23401904	Martesia spp.	-	[a piddock]
23401906	Parapholas spp.	-	[a piddock]
23401907	Pholadidea spp.	-	[a piddock]
23401905	Pholas spp.	-	[a piddock]
23402901	Bactronophorus spp.	-	[a shipworm]
23402902	Bankia spp.	-	[a shipworm]
23402903	Dicyathifer spp.	-	[a shipworm]
23402904	Lyrodus spp.	-	[a shipworm]
23402905	Nausitora spp.	-	[a shipworm]
23402906	Nototeredo spp.	-	[a shipworm]
23402907	Teredo spp.	-	[a shipworm]
23402909	Teredothyra spp.	-	[a shipworm]
23402908	Uperotus spp.	-	[a shipworm]
23403901	Xylophaga spp.	-	[a wood piddock]
23403902	Xyloredo spp.	-	[a wood piddock]
23407902	Panacca spp.	-	[a bivalve]
23407901	Parilimya spp.	-	
23410905	Asthenothaerus spp.	-	[a bivalve]
23410906	Barythaerus spp.	-	[a bivalve]
23410909	Cyathodonta spp.	-	[a bivalve]
23410907	Parvithracia spp.	-	[a bivalve]
23410901	Phragmorisma spp.	-	
23410902	Thracia spp.	-	
23410910	Thracidentula spp.	-	[a bivalve]
23410903	Thracidora spp.	-	
23410904	Thraciopsis spp.	-	
23410908	Trigonothracia spp.	-	[a bivalve]
23411901	Offadesma spp.	-	[a bivalve]
23411902	Pendaloma spp.	-	[a bivalve]
23412901	Laternula spp.	-	
23415901	Brechites spp.	-	[a watering pot shell]
23415902	Dacosta spp.	-	[a watering pot shell]
23415903	Dianadema spp.	-	
23415904	Foegia spp.	-	[a watering pot shell]
23415906	Humphreyia spp.	-	[a watering pot shell]
23415907	Kendrickiana spp.	-	[a watering pot shell]
23415905	Verpa spp.	-	[a watering pot shell]
23420902	Entodesma spp.	-	[a bivalve]
23420901	Lyonsia spp.	-	[a bivalve]
23421902	Frenamya spp.	-	[a bivalve]
23421901	Pandora spp.	-	
23422904	Hunkydora spp.	-	[a bivalve]
23422901	Myadora spp.	-	[a bivalve]
23422903	Myadoropsis spp.	-	[a bivalve]
23422902	Myochama spp.	-	
23423901	Cleidothaerus spp.	-	[a rock shell]
23425905	Halicardia spp.	-	[a bivalve]
23425901	Haliris spp.	-	
23425902	Spinosipella spp.	-	[a bivalve]
23425903	Vertambitus spp.	-	
23425904	Verticordia spp.	-	
23425906	Vertisphaera spp.	-	[a bivalve]
23426903	Allogramma spp.	-	[a bivalve]
23426902	Lyonsiella spp.	-	
23426904	Policordia spp.	-	[a bivalve]
23427901	Euciroa spp.	-	
23430904	Cetomya spp.	-	[a bivalve]
23430902	Dilemma spp.	-	[a bivalve]
23430903	Poromya spp.	-	
23431901	Cetoconcha spp.	-	[a bivalve]
23434901	Multitentacula spp.	-	[a bivalve]
23435909	Austroneaera spp.	-	[a bivalve]
23435912	Bathyneaera spp.	-	[a bivalve]
23435901	Cardiomya spp.	-	[a bivalve]
23435902	Cuspidaria spp.	-	[a bivalve]
23435904	Myonera spp.	-	[a bivalve]
23435911	Octoporia spp.	-	[a bivalve]
23435907	Plectodon spp.	-	[a bivalve]
23435906	Pseudogrippina spp.	-	[a bivalve]
23435905	Pseudoneaera spp.	-	[a bivalve]
23435910	Rengea spp.	-	[a bivalve]
23435908	Rhinoclama spp.	-	[a bivalve]
23436901	Grippina spp.	-	[a bivalve]
23437901	Halonympha spp.	-	[a bivalve]
23501907	Antalis spp.	-	[a tusk shell]
23501909	Compressidentalium spp.	-	[a tusk shell]
23501901	Dentalium spp.	-	
23501906	Eudentalium spp.	-	[a tusk shell]
23501902	Fissidentalium spp.	-	[a tusk shell]
23501903	Graptacme spp.	-	
23501905	Paradentalium spp.	-	[a tusk shell]
23501910	Pictodentalium spp.	-	[a tusk shell]
23501908	Striodentalium spp.	-	[a tusk shell]
23501904	Tesseracme spp.	-	
23502901	Fustiaria spp.	-	
23504901	Laevidentalium spp.	-	
23505901	Episiphon spp.	-	
23505902	Gadilina spp.	-	[a tusk shell]
23506901	Omniglypta spp.	-	
23507901	Calliodentalium spp.	-	
23511901	Bathoxiphus spp.	-	
23511902	Entalina spp.	-	
23511903	Pertusiconcha spp.	-	[a tusk shell]
23511904	Rhomboxiphus spp.	-	[a tusk shell]
