caab_code,imcra_region
37067003,Northwest Shelf Province
37067003,Northwest Transition
37067003,Southwest Shelf Transition
37067003,Western Bass Strait Shelf Transition
37067003,Tasmanian Shelf Province
37067003,Northwest Province
37067003,Central Western Transition
37067003,Central Western Province
37067003,West Tasmania Transition
37067014,Central Eastern Transition
37067014,Timor Province
37067014,Northern Shelf Province
37067014,Northwest Shelf Transition
37067014,Northwest Shelf Province
37067014,Central Western Shelf Transition
37067014,Central Western Shelf Province
37067014,Southwest Shelf Transition
37067014,Southwest Shelf Province
37067014,Southeast Shelf Transition
37067014,Central Eastern Shelf Province
37067014,Central Eastern Shelf Transition
37067014,Northeast Shelf Province
37067014,Northeast Shelf Transition
